"Publication Date","Publication Year","Journal","Research Article' or 'non-Research Article'?","Article Title","Citations - CrossRef","Citations - PubMed Central","Citations - Scopus","Total Citations","Days Old","Citations Per Day"
09/08/08,2008,"PLoS ONE","RA","CCL3L1-CCR5 Genotype Improves the Assessment of AIDS Risk in HIV-1-Infected Individuals",0,1,1,2,"406.47",0
11/21/07,2007,"PLoS ONE","RA","Subclass Mapping: Identifying Common Subtypes in Independent Disease Data Sets",1,1,0,2,"698.47",0
09/23/08,2008,"PLoS Medicine","non RA","Ethical and Practical Issues Associated with Aggregating Databases",1,0,1,2,"391.47",0.01
10/30/08,2008,"PLoS ONE","RA","MiR-433 and miR-127 Arise from Independent Overlapping Primary Transcripts Encoded by the miR-433-127 Locus",1,0,1,2,"354.47",0.01
03/05/09,2009,"PLoS ONE","RA","Genome Sequence of the Pathogenic Intestinal Spirochete Brachyspira hyodysenteriae Reveals Adaptations to Its Lifestyle in the Porcine Large Intestine",0,2,0,2,"228.47",0.01
06/16/06,2006,"PLoS Computational Biology","RA","On Modeling HIV and T Cells In Vivo: Assessing Causal Estimators in Vaccine Trials",0,0,2,2,"1221.47",0
07/18/07,2007,"PLoS ONE","RA","Assembly of Microtubules and Actomyosin Rings in the Absence of Nuclei and Spindle Pole Bodies Revealed by a Novel Genetic Method",1,0,1,2,"824.47",0
10/01/08,2008,"PLoS ONE","RA","P38 MAP Kinase Signaling Is Required for the Conversion of CD4+CD25? T Cells into iTreg",0,0,2,2,"383.47",0.01
07/08/08,2008,"PLoS Biology","RA","A Short?Time Scale Colloidal System Reveals Early Bacterial Adhesion Dynamics",0,1,1,2,"468.47",0
03/05/09,2009,"PLoS ONE","RA","Targeting of Natural Killer Cells by Rabbit Antithymocyte Globulin and Campath-1H: Similar Effects Independent of Specificity",2,0,0,2,"228.47",0.01
03/05/09,2009,"PLoS ONE","RA","The Elg1-RFC Clamp-Loading Complex Performs a Role in Sister Chromatid Cohesion",0,1,1,2,"228.47",0.01
01/16/09,2009,"PLoS Computational Biology","RA","Partial Order Optimum Likelihood (POOL): Maximum Likelihood Prediction of Protein Active Site Residues Using 3D Structure and Sequence Properties",0,1,1,2,"276.47",0.01
02/22/05,2005,"PLoS Medicine","non RA","Open Access to Trials Register",0,1,1,2,"1700.47",0
12/28/04,2004,"PLoS Biology","non RA","The Evolution of Self-Fertile Hermaphroditism: The Fog Is Clearing",2,0,0,2,"1756.47",0
02/13/07,2007,"PLoS Medicine","non RA","Monopolizing Clinical Trial Data: Implications and Trends",1,0,1,2,"979.47",0
07/26/05,2005,"PLoS Medicine","non RA","A Further Response to Shah Ebrahim",1,1,0,2,"1546.47",0
04/13/04,2004,"PLoS Biology","non RA","Peace Lessons from an Unlikely Source",1,0,1,2,"2015.47",0
09/09/08,2008,"PLoS ONE","RA","Nominalization and Alternations in Biomedical Language",0,1,1,2,"405.47",0
11/04/08,2008,"PLoS ONE","RA","HIV Incidence in Rural South Africa: Comparison of Estimates from Longitudinal Surveillance and Cross-Sectional cBED Assay Testing",1,1,0,2,"349.47",0.01
02/29/08,2008,"PLoS Computational Biology","RA","Mouse Cognition-Related Behavior in the Open-Field: Emergence of Places of Attraction",0,2,0,2,"598.47",0
04/18/08,2008,"PLoS Computational Biology","RA","Synaptic Learning Rules and Sparse Coding in a Model Sensory System",1,0,1,2,"549.47",0
08/29/07,2007,"PLoS ONE","RA","Distinguishing Functional Amino Acid Covariation from Background Linkage Disequilibrium in HIV Protease and Reverse Transcriptase",0,1,1,2,"782.47",0
05/22/07,2007,"PLoS Medicine","non RA","Using Clinical Evidence in a National Continuing Medical Education Program in Italy",0,1,1,2,"881.47",0
01/23/09,2009,"PLoS Pathogens","RA","Trypanosome Lytic Factor, an Antimicrobial High-Density Lipoprotein, Ameliorates Leishmania Infection",1,0,1,2,"269.47",0.01
03/28/08,2008,"PLoS Computational Biology","RA","Src Kinase Conformational Activation: Thermodynamics, Pathways, and Mechanisms",2,0,0,2,"570.47",0
10/06/08,2008,"PLoS ONE","RA","Transplantation of Human Umbilical Mesenchymal Stem Cells from Wharton's Jelly after Complete Transection of the Rat Spinal Cord",2,0,0,2,"378.47",0.01
10/02/08,2008,"PLoS ONE","RA","AA-Amyloidosis Can Be Transferred by Peripheral Blood Monocytes",1,0,1,2,"382.47",0.01
03/28/08,2008,"PLoS Computational Biology","RA","The Dynamics of Human Body Weight Change",0,0,2,2,"570.47",0
02/23/07,2007,"PLoS Pathogens","non RA","A Veterinary Twist on Pathogen Biology",0,0,2,2,"969.47",0
06/25/08,2008,"PLoS ONE","RA","Enhanced Caenorhabditis elegans Locomotion in a Structured Microfluidic Environment",0,0,2,2,"481.47",0
04/02/08,2008,"PLoS ONE","RA","FAK/src-Family Dependent Activation of the Ste20-Like Kinase SLK Is Required for Microtubule-Dependent Focal Adhesion Turnover and Cell Migration",1,0,1,2,"565.47",0
09/26/07,2007,"PLoS ONE","RA","Human Neonatal Dendritic Cells Are Competent in MHC Class I Antigen Processing and Presentation",1,0,1,2,"754.47",0
11/14/08,2008,"PLoS ONE","RA","Randomization in Laboratory Procedure Is Key to Obtaining Reproducible Microarray Results",0,1,1,2,"339.47",0.01
02/23/07,2007,"PLoS Pathogens","RA","A New Inhibitor of Apoptosis from Vaccinia Virus and Eukaryotes",0,1,1,2,"969.47",0
10/31/07,2007,"PLoS ONE","RA","Solar Disinfection of MODS Mycobacterial Cultures in Resource-Poor Settings",1,0,1,2,"719.47",0
01/29/09,2009,"PLoS ONE","RA","Retinal Pathology of Pediatric Cerebral Malaria in Malawi",0,1,1,2,"263.47",0.01
11/21/08,2008,"PLoS Genetics","RA","The Coordination of Centromere Replication, Spindle Formation, and Kinetochore?Microtubule Interaction in Budding Yeast",0,1,1,2,"332.47",0.01
07/09/08,2008,"PLoS ONE","RA","A Molecular Study of Microbe Transfer between Distant Environments",0,1,1,2,"467.47",0
01/18/05,2005,"PLoS Medicine","non RA","A Strategy for Developing an HIV Vaccine",1,1,0,2,"1735.47",0
11/07/08,2008,"PLoS ONE","RA","A Precise Bicoid Gradient Is Nonessential during Cycles 11?13 for Precise Patterning in the Drosophila Blastoderm",1,0,1,2,"346.47",0.01
03/28/08,2008,"PLoS Genetics","RA","ZIP4H (TEX11) Deficiency in the Mouse Impairs Meiotic Double Strand Break Repair and the Regulation of Crossing Over",1,1,0,2,"570.47",0
02/07/07,2007,"PLoS ONE","RA","A Functional Architecture of Optic Flow in the Inferior Parietal Lobule of the Behaving Monkey",1,0,1,2,"985.47",0
04/21/09,2009,"PLoS ONE","RA","Supplementing High-Density SNP Microarrays for Additional Coverage of Disease-Related Genes: Addiction as a Paradigm",0,1,1,2,"181.47",0.01
02/13/09,2009,"PLoS Computational Biology","RA","A Genome-Scale Metabolic Reconstruction of Mycoplasma genitalium, iPS189",1,0,1,2,"248.47",0.01
03/28/08,2008,"PLoS Computational Biology","non RA","Open Access: Taking Full Advantage of the Content",0,2,0,2,"570.47",0
08/10/07,2007,"PLoS Computational Biology","RA","Automated Discovery of Functional Generality of Human Gene Expression Programs",0,1,1,2,"801.47",0
08/20/08,2008,"PLoS ONE","RA","Origin of Co-Expression Patterns in E.coli and S.cerevisiae Emerging from Reverse Engineering Algorithms",0,1,1,2,"425.47",0
07/04/06,2006,"PLoS Medicine","non RA","The State of Child Health and Human Rights in Nepal",0,0,2,2,"1203.47",0
01/09/08,2008,"PLoS ONE","RA","Paracellular Absorption: A Bat Breaks the Mammal Paradigm",0,0,2,2,"649.47",0
05/14/08,2008,"PLoS ONE","RA","Highly Conserved Regimes of Neighbor-Base-Dependent Mutation Generated the Background Primary-Structural Heterogeneities along Vertebrate Chromosomes",1,0,1,2,"523.47",0
08/13/08,2008,"PLoS ONE","RA","Delay-Induced Transient Increase and Heterogeneity in Gene Expression in Negatively Auto-Regulated Gene Circuits",0,1,1,2,"432.47",0
02/27/09,2009,"PLoS ONE","RA","Inter-MAR Association Contributes to Transcriptionally Active Looping Events in Human ?-globin Gene Cluster",1,0,1,2,"234.47",0.01
12/21/07,2007,"PLoS Pathogens","RA","Receptor-Induced Thiolate Couples Env Activation to Retrovirus Fusion and Infection",0,1,1,2,"668.47",0
10/10/07,2007,"PLoS ONE","RA","Moderate Neonatal Stress Decreases Within-Group Variation in Behavioral, Immune and HPA Responses in Adult Mice",0,0,2,2,"740.47",0
03/29/05,2005,"PLoS Medicine","non RA","Statement of Principles for Health Care Journalists",1,1,0,2,"1665.47",0
12/28/07,2007,"PLoS Pathogens","RA","Interfering Residues Narrow the Spectrum of MLV Restriction by Human TRIM5Î±",0,0,2,2,"661.47",0
03/27/07,2007,"PLoS Medicine","non RA","Circumcision for HIV Prevention: Failure to Fully Account for Behavioral Risk Compensation",1,1,0,2,"937.47",0
04/09/08,2008,"PLoS ONE","RA","Electronically Switchable Sham Transcranial Magnetic Stimulation (TMS) System",1,0,1,2,"558.47",0
04/23/08,2008,"PLoS ONE","RA","NF-Y Dependent Epigenetic Modifications Discriminate between Proliferating and Postmitotic Tissue",0,0,2,2,"544.47",0
03/29/05,2005,"PLoS Medicine","non RA","Tumor Cell Recognition Efficiency by T Cells",1,1,0,2,"1665.47",0
06/04/08,2008,"PLoS ONE","RA","Natural Variation of Model Mutant Phenotypes in Ciona intestinalis",1,0,1,2,"502.47",0
10/08/08,2008,"PLoS ONE","RA","A Functional Misexpression Screen Uncovers a Role for Enabled in Progressive Neurodegeneration",1,0,1,2,"376.47",0.01
11/16/07,2007,"PLoS Pathogens","RA","Co-Infection Dynamics of a Major Food-Borne Zoonotic Pathogen in Chicken",0,1,1,2,"703.47",0
04/16/08,2008,"PLoS ONE","RA","Immature Cryopreserved Ovary Restores Puberty and Fertility in Mice without Alteration of Epigenetic Marks",1,0,1,2,"551.47",0
07/23/08,2008,"PLoS ONE","RA","Circadian Genes Are Expressed during Early Development in Xenopus laevis",1,0,1,2,"453.47",0
09/10/08,2008,"PLoS ONE","RA","Social Waves in Giant Honeybees Repel Hornets",1,0,1,2,"404.47",0
12/12/08,2008,"PLoS ONE","RA","Duplication of the IGFBP-2 Gene in Teleost Fish: Protein Structure and Functionality Conservation and Gene Expression Divergence",0,0,2,2,"311.47",0.01
04/11/07,2007,"PLoS ONE","RA","The Temperature-Sensitive Role of Cryptococcus neoformans ROM2 in Cell Morphogenesis",0,1,1,2,"922.47",0
03/29/05,2005,"PLoS Medicine","non RA","The Coming of Age of Multicultural Medicine",0,0,2,2,"1665.47",0
02/13/08,2008,"PLoS ONE","RA","Pregnancy Outcome and Placenta Pathology in Plasmodium berghei ANKA Infected Mice Reproduce the Pathogenesis of Severe Malaria in Pregnant Women",0,1,1,2,"614.47",0
03/14/07,2007,"PLoS ONE","RA","Factors Associated with Adherence to Anti-Hypertensive Treatment in Pakistan",0,0,2,2,"950.47",0
11/18/08,2008,"PLoS ONE","RA","Mycobacterium tuberculosis Glucosyl-3-Phosphoglycerate Synthase: Structure of a Key Enzyme in Methylglucose Lipopolysaccharide Biosynthesis",0,1,1,2,"335.47",0.01
10/31/08,2008,"PLoS ONE","RA","Raft-Dependent Endocytosis of Autocrine Motility Factor/Phosphoglucose Isomerase: A Potential Drug Delivery Route for Tumor Cells",1,0,1,2,"353.47",0.01
10/10/08,2008,"PLoS Genetics","RA","Genetic Association and Expression Studies Indicate a Role of Toll-Like Receptor 8 in Pulmonary Tuberculosis",1,0,1,2,"374.47",0.01
03/06/09,2009,"PLoS ONE","RA","Dissecting Nucleosome Free Regions by a Segmental Semi-Markov Model",0,1,1,2,"227.47",0.01
07/18/08,2008,"PLoS Computational Biology","RA","Emergent Synchronous Bursting of Oxytocin Neuronal Network",0,0,2,2,"458.47",0
12/18/07,2007,"PLoS Biology","non RA","Molecular Cartography: Mapping the Landscape of Meiotic Recombination",1,0,1,2,"671.47",0
12/26/07,2007,"PLoS ONE","RA","External Validation of a Measurement Tool to Assess Systematic Reviews (AMSTAR)",0,1,1,2,"663.47",0
08/20/08,2008,"PLoS ONE","RA","Fast Homeostatic Plasticity of Inhibition via Activity-Dependent Vesicular Filling",1,0,1,2,"425.47",0
05/14/08,2008,"PLoS ONE","RA","Implications from a Network-Based Topological Analysis of Ubiquitin Unfolding Simulations",1,0,1,2,"523.47",0
12/05/07,2007,"PLoS ONE","RA","Dynamic Perceptual Changes in Audiovisual Simultaneity",1,0,1,2,"684.47",0
11/28/07,2007,"PLoS ONE","RA","Transcriptional Networks in S. cerevisiae Linked to an Accumulation of Base Excision Repair Intermediates",0,1,1,2,"691.47",0
10/28/08,2008,"PLoS Biology","RA","Brain IGF-1 Receptors Control Mammalian Growth and Lifespan through a Neuroendocrine Mechanism",1,0,1,2,"356.47",0.01
11/21/07,2007,"PLoS ONE","RA","Human BCAS3 Expression in Embryonic Stem Cells and Vascular Precursors Suggests a Role in Human Embryogenesis and Tumor Angiogenesis",1,0,1,2,"698.47",0
11/10/08,2008,"PLoS ONE","RA","Memory Extinction Entails the Inhibition of the Transcription Factor NF-?B",1,0,1,2,"343.47",0.01
11/21/07,2007,"PLoS ONE","RA","Cellular and Network Contributions to Excitability of Layer 5 Neocortical Pyramidal Neurons in the Rat",1,0,1,2,"698.47",0
07/18/07,2007,"PLoS ONE","RA","Climate Change, Genetics or Human Choice: Why Were the Shells of Mankind's Earliest Ornament Larger in the Pleistocene Than in the Holocene?",0,1,1,2,"824.47",0
09/26/08,2008,"PLoS ONE","RA","Recruitment of Activation Receptors at Inhibitory NK Cell Immune Synapses",1,0,1,2,"388.47",0.01
06/25/08,2008,"PLoS ONE","RA","The M235T Polymorphism in the AGT Gene and CHD Risk: Evidence of a Hardy-Weinberg Equilibrium Violation and Publication Bias in a Meta-Analysis",1,0,1,2,"481.47",0
12/05/07,2007,"PLoS ONE","RA","A Role for MRE11, NBS1, and Recombination Junctions in Replication and Stable Maintenance of EBV Episomes",0,0,2,2,"684.47",0
07/26/05,2005,"PLoS Medicine","non RA","Medical Journals, Academia, and Industry-Sponsored Clinical Trials",1,1,0,2,"1546.47",0
07/19/05,2005,"PLoS Medicine","non RA","Achieving Gold Standards in Ethics and Human Rights in Medical Practice",0,1,1,2,"1553.47",0
12/02/08,2008,"PLoS ONE","RA","HIV-1 Activates Macrophages Independent of Toll-Like Receptors",0,2,0,2,"321.47",0.01
11/11/08,2008,"PLoS ONE","RA","Tumor BRCA1, RRM1 and RRM2 mRNA Expression Levels and Clinical Response to First-Line Gemcitabine plus Docetaxel in Non-Small-Cell Lung Cancer Patients",0,1,1,2,"342.47",0.01
10/22/08,2008,"PLoS ONE","RA","Reduced Spontaneous Eye Blink Rates in Recreational Cocaine Users: Evidence for Dopaminergic Hypoactivity",0,1,1,2,"362.47",0.01
11/21/07,2007,"PLoS ONE","RA","The Effect of Real-World Personal Familiarity on the Speed of Face Information Processing",1,0,1,2,"698.47",0
12/05/07,2007,"PLoS ONE","RA","Functional Ablation of pRb Activates Cdk2 and Causes Antiestrogen Resistance in Human Breast Cancer Cells",0,1,1,2,"684.47",0
09/05/08,2008,"PLoS ONE","RA","A ?-Lactam Antibiotic Dampens Excitotoxic Inflammatory CNS Damage in a Mouse Model of Multiple Sclerosis",1,0,1,2,"409.47",0
08/13/08,2008,"PLoS ONE","RA","Suppression of HIV-Specific and Allogeneic T Cell Activation by Human Regulatory T Cells Is Dependent on the Strength of Signals",1,0,1,2,"432.47",0
11/28/07,2007,"PLoS ONE","RA","Correlation Index-Based Responsible-Enzyme Gene Screening (CIRES), a Novel DNA Microarray-Based Method for Enzyme Gene Involved in Glycan Biosynthesis",0,1,1,2,"691.47",0
08/20/08,2008,"PLoS ONE","RA","HIV Seroprevalence among Tuberculosis Patients in India, 2006?2007",0,1,1,2,"425.47",0
07/18/08,2008,"PLoS Computational Biology","RA","Similarity Queries for Temporal Toxicogenomic Expression Profiles",1,1,0,2,"458.47",0
12/22/06,2006,"PLoS Clinical Trials","non RA","The Suspension of Treatments in ADAPT: Concerns beyond the Cardiovascular Safety of Celecoxib or Naproxen",1,1,0,2,"1032.47",0
10/28/08,2008,"PLoS ONE","RA","Hyperferritinemia Is Associated with Insulin Resistance and Fatty Liver in Patients without Iron Overload",2,0,0,2,"356.47",0.01
06/20/08,2008,"PLoS Computational Biology","RA","How To Record a Million Synaptic Weights in a Hippocampal Slice",0,1,1,2,"486.47",0
05/28/08,2008,"PLoS Neglected Tropical Diseases","RA","Controlling Schistosomiasis: Significant Decrease of Anaemia Prevalence One Year after a Single Dose of Praziquantel in Nigerien Schoolchildren",2,0,0,2,"509.47",0
07/29/08,2008,"PLoS Biology","non RA","The Soup in My Fly: Evolution, Form and Function of Seminal Fluid Proteins",1,0,1,2,"447.47",0
05/21/08,2008,"PLoS ONE","RA","Nucleobindin Co-Localizes and Associates with Cyclooxygenase (COX)-2 in Human Neutrophils",1,0,1,2,"516.47",0
05/21/08,2008,"PLoS ONE","RA","Social Vulnerability, Frailty and Mortality in Elderly People",0,0,2,2,"516.47",0
06/15/07,2007,"PLoS Genetics","RA","Laser Microdissection of Narrow Sheath Mutant Maize Uncovers Novel Gene Expression in the Shoot Apical Meristem",0,0,2,2,"857.47",0
11/30/04,2004,"PLoS Medicine","non RA","A National Health Insurance Program for the United States",2,0,0,2,"1784.47",0
07/02/08,2008,"PLoS ONE","RA","Marking Embryonic Stem Cells with a 2A Self-Cleaving Peptide: A NKX2-5 Emerald GFP BAC Reporter",2,0,0,2,"474.47",0
06/25/08,2008,"PLoS ONE","RA","Left Hemisphere Specialization for Oro-Facial Movements of Learned Vocal Signals by Captive Chimpanzees",1,0,1,2,"481.47",0
11/07/08,2008,"PLoS ONE","RA","A Comparative Structural Bioinformatics Analysis of the Insulin Receptor Family Ectodomain Based on Phylogenetic Information",1,0,1,2,"346.47",0.01
07/04/08,2008,"PLoS Computational Biology","RA","Local Function Conservation in Sequence and Structure Space",0,0,2,2,"472.47",0
06/13/08,2008,"PLoS Computational Biology","RA","Integrated Information in Discrete Dynamical Systems: Motivation and Theoretical Framework",1,0,1,2,"493.47",0
12/12/07,2007,"PLoS ONE","RA","Modulation of Bacterial Type III Secretion System by a Spermidine Transporter Dependent Signaling Pathway",0,1,1,2,"677.47",0
08/06/08,2008,"PLoS ONE","RA","Ubiquitous Crossmodal Stochastic Resonance in Humans: Auditory Noise Facilitates Tactile, Visual and Proprioceptive Sensations",1,0,1,2,"439.47",0
11/13/08,2008,"PLoS ONE","RA","Inhibition of Expression in Escherichia coli of a Virulence Regulator MglB of Francisella tularensis Using External Guide Sequence Technology",1,0,1,2,"340.47",0.01
08/01/08,2008,"PLoS Genetics","RA","Antagonism between DNA and H3K27 Methylation at the Imprinted Rasgrf1 Locus",1,0,1,2,"444.47",0
06/13/08,2008,"PLoS Pathogens","RA","Ameobal Pathogen Mimivirus Infects Macrophages through Phagocytosis",0,1,1,2,"493.47",0
02/20/09,2009,"PLoS Pathogens","RA","Receptor Complementation and Mutagenesis Reveal SR-BI as an Essential HCV Entry Factor and Functionally Imply Its Intra- and Extra-Cellular Domains",1,0,1,2,"241.47",0.01
08/13/08,2008,"PLoS ONE","RA","Matrix Metalloproteinase 13 Is Induced in Fibroblasts in Polyomavirus Middle T Antigen-Driven Mammary Carcinoma without Influencing Tumor Progression",1,0,1,2,"432.47",0
07/02/08,2008,"PLoS ONE","RA","Novel MicroRNA Candidates and miRNA-mRNA Pairs in Embryonic Stem (ES) Cells",0,0,2,2,"474.47",0
11/06/08,2008,"PLoS ONE","RA","The Internal Sequence of the Peptide-Substrate Determines Its N-Terminus Trimming by ERAP1",0,0,2,2,"347.47",0.01
12/19/06,2006,"PLoS Medicine","non RA","Visual Loss in Postconflict Southern Sudan",0,1,1,2,"1035.47",0
12/05/07,2007,"PLoS ONE","RA","Infectious Offspring: How Birds Acquire and Transmit an Avian Polyomavirus in the Wild",1,0,1,2,"684.47",0
10/03/08,2008,"PLoS Genetics","RA","Context-Dependent Requirement for dE2F during Oncogenic Proliferation",1,0,1,2,"381.47",0.01
12/12/07,2007,"PLoS ONE","RA","Genetic Impact of a Severe El Ni?o Event on Gal?pagos Marine Iguanas (Amblyrhynchus cristatus)",1,0,1,2,"677.47",0
11/06/08,2008,"PLoS ONE","RA","Rest-Mediated Regulation of Extracellular Matrix Is Crucial for Neural Development",0,0,2,2,"347.47",0.01
11/13/08,2008,"PLoS ONE","RA","HLA-DM Mediates Epitope Selection by a ?Compare-Exchange? Mechanism when a Potential Peptide Pool Is Available",1,0,1,2,"340.47",0.01
03/27/09,2009,"PLoS Pathogens","RA","Genomic Evidence for the Evolution of Streptococcus equi: Host Restriction, Increased Virulence, and Genetic Exchange with Human Pathogens",1,1,0,2,"206.47",0.01
11/07/07,2007,"PLoS ONE","RA","Syk-Mediated Translocation of PI3K? to the Leading Edge Controls Lamellipodium Formation and Migration of Leukocytes",1,0,1,2,"712.47",0
12/16/08,2008,"PLoS Biology","RA","SUMO-Specific Protease 2 Is Essential for Modulating p53-Mdm2 in Development of Trophoblast Stem Cell Niches and Lineages",2,0,0,2,"307.47",0.01
02/27/07,2007,"PLoS Medicine","non RA","Gut Mucosa in HIV Infection: ?Immune Milk? Solution",0,0,2,2,"965.47",0
07/11/08,2008,"PLoS Computational Biology","RA","Probing the Extent of Randomness in Protein Interaction Networks",1,1,0,2,"465.47",0
05/09/08,2008,"PLoS Computational Biology","RA","Estimating Cell Depth from Somatic Mutations",1,0,1,2,"528.47",0
05/30/06,2006,"PLoS Medicine","non RA","The Impact of Open Access upon Public Health",0,1,1,2,"1238.47",0
09/05/08,2008,"PLoS ONE","RA","Cyclin T1-Dependent Genes in Activated CD4+ T and Macrophage Cell Lines Appear Enriched in HIV-1 Co-Factors",0,0,2,2,"409.47",0
11/14/07,2007,"PLoS ONE","RA","A Role for Voltage-Dependent Anion Channel Vdac1 in Polyglutamine-Mediated Neuronal Cell Death",1,0,1,2,"705.47",0
04/30/08,2008,"PLoS ONE","RA","Network ?Small-World-Ness?: A Quantitative Method for Determining Canonical Network Equivalence",1,1,0,2,"537.47",0
11/17/03,2003,"PLoS Biology","non RA","The What and Whys of DOIs",0,1,1,2,"2163.47",0
06/18/08,2008,"PLoS ONE","RA","Barnase as a New Therapeutic Agent Triggering Apoptosis in Human Cancer Cells",1,0,1,2,"488.47",0
11/11/08,2008,"PLoS ONE","RA","Converting Endangered Species Categories to Probabilities of Extinction for Phylogenetic Conservation Prioritization",1,0,1,2,"342.47",0.01
03/31/09,2009,"PLoS Biology","non RA","Fishing for Prion Protein Function",1,0,1,2,"202.47",0.01
09/30/08,2008,"PLoS Biology","RA","Caenorhabditis elegans HCF-1 Functions in Longevity Maintenance as a DAF-16 Regulator",1,0,1,2,"384.47",0.01
11/12/08,2008,"PLoS ONE","RA","The Absolute Threshold of Colour Vision in the Horse",1,0,1,2,"341.47",0.01
11/12/08,2008,"PLoS ONE","RA","A Novel Assay to Trace Proliferation History In Vivo Reveals that Enhanced Divisional Kinetics Accompany Loss of Hematopoietic Stem Cell Self-Renewal",1,0,1,2,"341.47",0.01
04/25/08,2008,"PLoS Computational Biology","RA","Distinct Timing Mechanisms Produce Discrete and Continuous Movements",0,1,1,2,"542.47",0
04/22/09,2009,"PLoS ONE","RA","Consumers Control Diversity and Functioning of a Natural Marine Ecosystem",1,0,1,2,"180.47",0.01
10/01/08,2008,"PLoS ONE","RA","Genome-Wide Analysis of Protein-Protein Interactions and Involvement of Viral Proteins in SARS-CoV Replication",1,0,1,2,"383.47",0.01
02/13/09,2009,"PLoS Genetics","RA","Identification of a Shared Genetic Susceptibility Locus for Coronary Heart Disease and Periodontitis",1,1,0,2,"248.47",0.01
05/15/07,2007,"PLoS Biology","non RA","Survival of the Likeliest?",1,0,1,2,"888.47",0
08/03/07,2007,"PLoS Computational Biology","RA","Distributed Representations Accelerate Evolution of Adaptive Behaviours",0,1,1,2,"808.47",0
09/16/08,2008,"PLoS ONE","RA","Damage to the Fronto-Polar Cortex Is Associated with Impaired Multitasking",1,0,1,2,"398.47",0.01
09/26/07,2007,"PLoS ONE","RA","Do Haematophagous Bugs Assess Skin Surface Temperature to Detect Blood Vessels?",0,0,2,2,"754.47",0
06/13/08,2008,"PLoS Genetics","RA","Trends in Selenium Utilization in Marine Microbial World Revealed through the Analysis of the Global Ocean Sampling (GOS) Project",0,0,2,2,"493.47",0
12/07/07,2007,"PLoS Genetics","RA","The Role of Carcinine in Signaling at the Drosophila Photoreceptor Synapse",0,1,1,2,"682.47",0
11/26/08,2008,"PLoS ONE","RA","Evaluation of Clustering and Genotype Distribution for Replication in Genome Wide Association Studies: The Age-Related Eye Disease Study",0,1,1,2,"327.47",0.01
05/23/08,2008,"PLoS Pathogens","RA","Transmission Blocking Immunity in the Malaria Non-Vector Mosquito Anopheles quadriannulatus Species A",1,0,1,2,"514.47",0
05/07/08,2008,"PLoS ONE","RA","Uncovering Genes with Divergent mRNA-Protein Dynamics in Streptomyces coelicolor",1,1,0,2,"530.47",0
05/16/08,2008,"PLoS Pathogens","RA","Targeting of Pseudorabies Virus Structural Proteins to Axons Requires Association of the Viral Us9 Protein with Lipid Rafts",0,1,1,2,"521.47",0
05/07/08,2008,"PLoS ONE","RA","Mast Cell-Derived Histamine Mediates Cystitis Pain",1,0,1,2,"530.47",0
09/11/08,2008,"PLoS ONE","RA","Matrix Metalloproteinase Gene Polymorphisms and Bronchopulmonary Dysplasia: Identification of MMP16 as a New Player in Lung Development",0,0,2,2,"403.47",0
08/06/08,2008,"PLoS ONE","RA","Study of a Synthetic Human Olfactory Receptor 17-4: Expression and Purification from an Inducible Mammalian Cell Line",1,1,0,2,"439.47",0
01/12/07,2007,"PLoS Genetics","non RA","Scrambling Eggs in Plastic Bottles",1,0,1,2,"1011.47",0
08/08/08,2008,"PLoS Computational Biology","RA","Retroviral Integration Process in the Human Genome: Is It Really Non-Random? A New Statistical Approach",1,1,0,2,"437.47",0
06/18/08,2008,"PLoS ONE","RA","Formin 1-Isoform IV Deficient Cells Exhibit Defects in Cell Spreading and Focal Adhesion Formation",1,0,1,2,"488.47",0
03/19/08,2008,"PLoS ONE","RA","Amino Acid Similarity Accounts for T Cell Cross-Reactivity and for ?Holes? in the T Cell Repertoire",0,1,1,2,"579.47",0
05/23/08,2008,"PLoS Pathogens","RA","Proteasomal Degradation of TRIM5? during Retrovirus Restriction",1,1,0,2,"514.47",0
06/28/05,2005,"PLoS Medicine","non RA","Addressing Psychosocial Needs in the Aftermath of the Tsunami",0,0,2,2,"1574.47",0
04/23/08,2008,"PLoS ONE","RA","Anti-HIV Activity Mediated by Natural Killer and CD8+ Cells after Toll-Like Receptor 7/8 Triggering",1,0,1,2,"544.47",0
07/30/08,2008,"PLoS ONE","RA","Evolutionary Patterns in the Sequence and Structure of Transfer RNA: A Window into Early Translation and the Genetic Code",1,0,1,2,"446.47",0
04/28/09,2009,"PLoS Biology","RA","Global Functional Atlas of Escherichia coli Encompassing Previously Uncharacterized Proteins",1,0,1,2,"174.47",0.01
02/22/05,2005,"PLoS Biology","non RA","An Evolutionary Road Less Traveled: From Farming to Hunting and Gathering",2,0,0,2,"1700.47",0
09/29/06,2006,"PLoS Clinical Trials","RA","Effect of Physical Inactivity on the Oxidation of Saturated and Monounsaturated Dietary Fatty Acids: Results of a Randomized Trial",2,0,0,2,"1116.47",0
09/04/08,2008,"PLoS ONE","RA","A Statistical Model for Estimating Maternal-Zygotic Interactions and Parent-of-Origin Effects of QTLs for Seed Development",1,0,1,2,"410.47",0
06/28/05,2005,"PLoS Medicine","non RA","Malaria Diagnosis and Treatment: One Size Does Not Fit All",1,1,0,2,"1574.47",0
05/14/08,2008,"PLoS ONE","RA","Concordant Gene Expression in Leukemia Cells and Normal Leukocytes Is Associated with Germline cis-SNPs",1,0,1,2,"523.47",0
